gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s),delta_x,delta_y,delta_z,delta_vx,delta_vy,delta_vz
-2.705178997371885460e+06,4.688690225314642303e+06,3.360435798022675328e+06,6.060472700951200636e-02,1.026378239227657252e+00,-4.657923838644212333e-02,7.621555057354271412e+00,-8.055195613764226437e+00,-1.294271563179790974e+00,9.763686475209841509e-02,-1.007340460557932804e-01,-2.527636607354771456e-02
-2.705180560354382731e+06,4.688690611104268581e+06,3.360427290735194460e+06,-2.795437709413523680e-02,1.000564673440315078e+00,-6.438901106399555485e-02,-1.562982497271150351e+00,3.857896262779831886e-01,-8.507287480868399143e+00,-8.855910410364724317e-02,-2.581356578734217422e-02,-1.780977267755343152e-02
-2.705177895421398804e+06,4.688703285470244475e+06,3.360431426360706799e+06,8.650258460917924219e-02,1.004248442976722666e+00,-2.016572299465457796e-02,2.664932983927428722e+00,1.267436597589403391e+01,4.135625512339174747e+00,1.144569617033144859e-01,3.683769536407588419e-03,4.422328806934097689e-02
-2.705175732614548877e+06,4.688690910659234971e+06,3.360421510231123772e+06,7.612829641735821551e-02,1.019567136831977638e+00,-5.584472460433947266e-02,2.162806849926710129e+00,-1.237481100950390100e+01,-9.916129583027213812e+00,-1.037428819182102668e-02,1.531869385525497229e-02,-3.567900160968489470e-02
-2.705176200946252327e+06,4.688706290706574917e+06,3.360442652674896643e+06,4.241275341797118986e-02,9.657063886700718580e-01,8.094507572009448926e-02,-4.683317034505307674e-01,1.538004733994603157e+01,2.114244377287104726e+01,-3.371554299938702565e-02,-5.386074816190578041e-02,1.367898003244339689e-01
-2.705186958062988706e+06,4.688693011540991254e+06,3.360432609138080850e+06,2.329116734301645564e-01,8.989285179228961864e-01,-5.512956202265767436e-02,-1.075711673637852073e+01,-1.327916558366268873e+01,-1.004353681579232216e+01,1.904989200121933735e-01,-6.677787074717567162e-02,-1.360746377427521636e-01
-2.705182795476721134e+06,4.688702853761461563e+06,3.360433633996112272e+06,7.011085448527649699e-01,6.648861005136907920e-01,3.452716953316738169e-02,4.162586267571896315e+00,9.842220470309257507e+00,1.024858031421899796e+00,4.681968714226004136e-01,-2.340424174092053944e-01,8.965673155582505605e-02
-2.705176958602802362e+06,4.688703825941847637e+06,3.360420754900617059e+06,8.475904091164334631e-01,4.411270538469556635e-01,2.861279545529081883e-02,5.836873918771743774e+00,9.721803860738873482e-01,-1.287909549521282315e+01,1.464818642636684931e-01,-2.237590466667351286e-01,-5.914374077876562857e-03
-2.705187218594095204e+06,4.688700759964697063e+06,3.360431521383092739e+06,1.033718471265178351e+00,3.402022255849057597e-01,-2.949377696436027499e-02,-1.025999129284173250e+01,-3.065977150574326515e+00,1.076648247567936778e+01,1.861280621487448883e-01,-1.009248282620499038e-01,-5.810657241965109382e-02
-2.705174498461238109e+06,4.688699541121618822e+06,3.360433484754089266e+06,9.843640768298589361e-01,1.918060487781073076e-01,-5.013627107569702812e-02,1.272013285709545016e+01,-1.218843078240752220e+00,1.963370996527373791e+00,-4.935439443531941528e-02,-1.483961768067984521e-01,-2.064249411133675313e-02
-2.705172874304805882e+06,4.688700261086796410e+06,3.360428910653194878e+06,9.785582349263275415e-01,-7.154989287467133918e-03,3.115796750782202224e-02,1.624156432226300240e+00,7.199651775881648064e-01,-4.574100894387811422e+00,-5.805841903531394621e-03,-1.989610380655744415e-01,8.129423858351905730e-02
-2.705176799501199275e+06,4.688705401407058351e+06,3.360436824286243413e+06,1.097486297782551468e+00,3.070373375131273119e-02,-1.066032442669172112e-03,-3.925196393392980099e+00,5.140320261940360069e+00,7.913633048534393311e+00,1.189280628562239261e-01,3.785872303877986511e-02,-3.222399995049119586e-02
-2.705171086213185452e+06,4.688705790739255026e+06,3.360420741018409375e+06,1.021927951128875911e+00,2.530117947551690713e-02,-2.646638626504056041e-02,5.713288013823330402e+00,3.893321966752409935e-01,-1.608326783403754234e+01,-7.555834665367555658e-02,-5.402554275795824063e-03,-2.540035382237138678e-02
-2.705172011036735959e+06,4.688697585520610213e+06,3.360411569277278613e+06,1.015588960664571605e+00,-3.546447391202207228e-02,-4.268109559659657992e-02,-9.248235505074262619e-01,-8.205218644812703133e+00,-9.171741130761802197e+00,-6.338990464304306016e-03,-6.076565338753897594e-02,-1.621470933155601951e-02
-2.705151885189888533e+06,4.688694402797326446e+06,3.360430146007639356e+06,9.438461958071232560e-01,7.302973144818299123e-02,-1.208795442284620048e-02,2.012584684742614627e+01,-3.182723283767700195e+00,1.857673036074265838e+01,-7.174276485744834897e-02,1.084942053602050704e-01,3.059314117375037945e-02
-2.705167641257754061e+06,4.688704213108319789e+06,3.360427918026184198e+06,1.021692745549079628e+00,7.294287355226418412e-02,2.497986233244231871e-02,-1.575606786552816629e+01,9.810310993343591690e+00,-2.227981455158442259e+00,7.784654974195637234e-02,-8.685789591880710425e-05,3.706781675528851572e-02
-2.705175043193579651e+06,4.688708716419385746e+06,3.360426670996042434e+06,1.073834517396686339e+00,3.846220711298713874e-02,-2.527591915390580216e-02,-7.401935825590044260e+00,4.503311065956950188e+00,-1.247030141763389111e+00,5.214177184760671047e-02,-3.448066643927704539e-02,-5.025578148634812087e-02
-2.705169002178586554e+06,4.688706447912473232e+06,3.360440733215338551e+06,1.031304706126989768e+00,-6.089433497909373452e-03,2.891797063964811690e-02,6.041014993097633123e+00,-2.268506912514567375e+00,1.406221929611638188e+01,-4.252981126969657133e-02,-4.455164061089651045e-02,5.419388979355391905e-02
-2.705177962414869573e+06,4.688700422858610749e+06,3.360430189852088224e+06,1.021361616176410303e+00,-9.448505498248787769e-04,8.399989183701396522e-02,-8.960236283019185066e+00,-6.025053862482309341e+00,-1.054336325032636523e+01,-9.943089950579464542e-03,5.144582948084494567e-03,5.508192119736585179e-02
-2.705176253704096656e+06,4.688703138850261457e+06,3.360437494089211803e+06,9.839235884254005082e-01,-7.439634502086253653e-02,5.197603107006981693e-02,1.708710772916674614e+00,2.715991650708019733e+00,7.304237123578786850e+00,-3.743802775100979474e-02,-7.345149447103765938e-02,-3.202386076694414829e-02
-2.705159559907971881e+06,4.688700385659473948e+06,3.360428400610398967e+06,1.015046403880220716e+00,-2.849190268363047465e-02,-1.643052107791532698e-02,1.669379612477496266e+01,-2.753190787509083748e+00,-9.093478812836110592e+00,3.112281545482020739e-02,4.590444233723206535e-02,-6.840655214798514738e-02
-2.705163727266571019e+06,4.688695791002444923e+06,3.360426729204952251e+06,1.013368717255058060e+00,1.600054675639712293e-02,-1.241259964332674520e-01,-4.167358599137514830e+00,-4.594657029025256634e+00,-1.671405446715652943e+00,-1.677686625162655432e-03,4.449244944002760105e-02,-1.076954753553521216e-01
-2.705173634054985829e+06,4.688699522166755050e+06,3.360440713274823502e+06,9.950440560469802076e-01,-2.825128220864503784e-02,-4.502797615464100567e-02,-9.906788414809852839e+00,3.731164310127496719e+00,1.398406987125054002e+01,-1.832466120807785259e-02,-4.425182896504216423e-02,7.909802027862644636e-02
-2.705165606576001737e+06,4.688707774373337626e+06,3.360441651684057433e+06,9.927738671718887575e-01,-3.206724936492941908e-02,6.670235829187820889e-03,8.027478984091430902e+00,8.252206582576036453e+00,9.384092339314520359e-01,-2.270188875091450065e-03,-3.815967156284381240e-03,5.169821198382882482e-02
-2.705166373400514945e+06,4.688702687467951328e+06,3.360443493828676641e+06,9.759771887098888099e-01,-3.668226547164858253e-03,-2.516250916572814258e-02,-7.668245132081210613e-01,-5.086905386298894882e+00,1.842144619207829237e+00,-1.679667846199994763e-02,2.839902281776456039e-02,-3.183274499491596521e-02
-2.705169588709797710e+06,4.688705573501547799e+06,3.360431488786197267e+06,9.234467323181146936e-01,-1.772445825397328534e-02,-6.416419828747839393e-02,-3.215309282764792442e+00,2.886033596470952034e+00,-1.200504247937351465e+01,-5.253045639177411630e-02,-1.405623170680842665e-02,-3.900168912175025482e-02
-2.705150416822729167e+06,4.688697639850627631e+06,3.360428208987353835e+06,1.052581019181271227e+00,-8.058198193994271091e-03,-5.218685468585188697e-03,1.917188706854358315e+01,-7.933650920167565346e+00,-3.279798843432217836e+00,1.291342868631565333e-01,9.666260059979014246e-03,5.894551281889320871e-02
-2.705163863827304449e+06,4.688701295800962485e+06,3.360428600147822872e+06,1.047533165887298612e+00,-4.501881949413479023e-02,-3.981721924563588755e-02,-1.344700457528233528e+01,3.655950334854424000e+00,3.911604690365493298e-01,-5.047853293972615063e-03,-3.696062130014052260e-02,-3.459853377705070232e-02
-2.705149798471026123e+06,4.688702953467019834e+06,3.360435982603730168e+06,1.044884874682887821e+00,3.771240941408304098e-02,-4.373560296669132957e-02,1.406535627832636237e+01,1.657666057348251343e+00,7.382455907296389341e+00,-2.648291204410790911e-03,8.273122890821782427e-02,-3.918383721055442026e-03
-2.705153234274223447e+06,4.688697628531671129e+06,3.360419536018341780e+06,9.085755765221383840e-01,-3.065097934784929423e-01,-1.876902715412026666e-03,-3.435803197324275970e+00,-5.324935348704457283e+00,-1.644658538838848472e+01,-1.363092981607494369e-01,-3.442222028925759902e-01,4.185870025127930161e-02
-2.705156670040660072e+06,4.688702556437191553e+06,3.360421302003223449e+06,6.372387321654034986e-01,-8.357607749902182803e-01,-3.891992113182003027e-02,-3.435766436625272036e+00,4.927905520424246788e+00,1.765984881669282913e+00,-2.713368443567348853e-01,-5.292509815117253380e-01,-3.704301841640800230e-02
-2.705146808661269490e+06,4.688688124688787386e+06,3.360431166621640790e+06,4.674166125297198882e-01,-1.022101348388188224e+00,-4.101025089612206874e-03,9.861379390582442284e+00,-1.443174840416759253e+01,9.864618417341262102e+00,-1.698221196356836105e-01,-1.863405733979699441e-01,3.481889604220782253e-02
-2.705166646749711595e+06,4.688700644350676797e+06,3.360429977073355112e+06,2.672397500840074658e-01,-9.566139545117967602e-01,3.945814431197949140e-02,-1.983808844210579991e+01,1.251966188941150904e+01,-1.189548285678029060e+00,-2.001768624457124224e-01,6.548739387639146425e-02,4.355916940159169914e-02
-2.705159409819989000e+06,4.688693664584236220e+06,3.360439197436210699e+06,1.519566003580764546e-01,-9.665836503903310062e-01,-3.766788560571709965e-02,7.236929722595959902e+00,-6.979766440577805042e+00,9.220362855587154627e+00,-1.152831497259310112e-01,-9.969695878534245992e-03,-7.712602991769659799e-02
-2.705156250689968467e+06,4.688701530351144262e+06,3.360431256483563222e+06,3.987432434471713250e-02,-9.725372345209996050e-01,-1.741255363306865381e-02,3.159130020532757044e+00,7.865766908042132854e+00,-7.940952647477388382e+00,-1.120822760133593221e-01,-5.953584130668598817e-03,2.025533197264844584e-02
-2.705150203975274693e+06,4.688699131648203358e+06,3.360426301347653847e+06,5.116689902668724449e-02,-9.984565403517580151e-01,-6.398747919846277388e-02,6.046714693773537874e+00,-2.398702940903604031e+00,-4.955135909374803305e+00,1.129257468197011199e-02,-2.591930583075841010e-02,-4.657492556539412354e-02
-2.705158634500108194e+06,4.688695002420995384e+06,3.360430312364322599e+06,-1.812469800530210756e-02,-9.693497106517723338e-01,-4.554090823128356669e-02,-8.430524833500385284e+00,-4.129227207973599434e+00,4.011016668751835823e+00,-6.929159703198935205e-02,2.910682969998568126e-02,1.844657096717920719e-02
-2.705156603431656957e+06,4.688702921736974269e+06,3.360424689159152098e+06,5.702821634535000517e-02,-1.032247369623703337e+00,-6.501393458990967211e-02,2.031068451236933470e+00,7.919315978884696960e+00,-5.623205170501023531e+00,7.515291435065210579e-02,-6.289765897193100308e-02,-1.947302635862610543e-02
-2.705161593847569078e+06,4.688695046791456640e+06,3.360428419182953890e+06,-6.367928713429413246e-02,-9.572044048435832675e-01,-1.263785223960721404e-01,-4.990415912121534348e+00,-7.874945517629384995e+00,3.730023801792412996e+00,-1.207075034796441376e-01,7.504296478012006943e-02,-6.136458780616246833e-02
-2.705155790824191179e+06,4.688698337104213424e+06,3.360421995873710606e+06,-7.613312394957200135e-02,-1.026406175666420895e+00,-4.973666229104937303e-02,5.803023377899080515e+00,3.290312756784260273e+00,-6.423309243284165859e+00,-1.245383681527786890e-02,-6.920177082283762715e-02,7.664186010502277435e-02
-2.705152246164805721e+06,4.688688091364488937e+06,3.360437853419320658e+06,7.101580938544413413e-02,-9.351692896855208215e-01,2.459086705844376608e-02,3.544659385457634926e+00,-1.024573972448706627e+01,1.585754561005160213e+01,1.471489333350161355e-01,9.123688598090007318e-02,7.432752934949313217e-02
-2.705166258580616675e+06,4.688696465163917281e+06,3.360436032443197444e+06,-3.318331168627122740e-02,-9.929649565264970779e-01,-7.500910904575351645e-02,-1.401241581095382571e+01,8.373799428343772888e+00,-1.820976123213768005e+00,-1.041991210717153615e-01,-5.779566684097625640e-02,-9.959997610419728253e-02
-2.705155646212078631e+06,4.688686686783464625e+06,3.360430346570324153e+06,-1.823211355135387346e-02,-9.691061284951177912e-01,6.561470214396379619e-02,1.061236853804439306e+01,-9.778380452655255795e+00,-5.685872873291373253e+00,1.495119813491735394e-02,2.385882803137928665e-02,1.406238111897173126e-01
-2.705152382214190904e+06,4.688686165692756884e+06,3.360437773863195907e+06,-1.084215638202612984e-02,-9.257988237810071963e-01,9.264323920428110815e-02,3.263997887726873159e+00,-5.210907077416777611e-01,7.427292871754616499e+00,7.389957169327743616e-03,4.330730471411059490e-02,2.702853706031731196e-02
-2.705150767635606695e+06,4.688687316706106067e+06,3.360435920658512041e+06,2.629725952898562813e-01,-1.045298888463743303e+00,4.374134073870823008e-02,1.614578584209084511e+00,1.151013349182903767e+00,-1.853204683866351843e+00,2.738147516718824059e-01,-1.195000646827361068e-01,-4.890189846557287806e-02
-2.705155400407447945e+06,4.688685207584491000e+06,3.360437494391328655e+06,7.268470305202987536e-01,-7.332016657860300768e-01,2.460320654093800172e-02,-4.632771841250360012e+00,-2.109121615067124367e+00,1.573732816614210606e+00,4.638744352304424723e-01,3.120972226777132263e-01,-1.913813419777022837e-02
-2.705153403907703701e+06,4.688691321240281686e+06,3.360420954732046463e+06,8.342997159714330424e-01,-3.801786537900423979e-01,9.365499874703035743e-02,1.996499744243919849e+00,6.113655790686607361e+00,-1.653965928219258785e+01,1.074526854511342888e-01,3.530230119959876789e-01,6.905179220609235224e-02
-2.705151090454994701e+06,4.688692442040966824e+06,3.360438282152641099e+06,1.044298572906391387e+00,-2.990162121018767882e-01,1.481649392084228960e-02,2.313452709000557661e+00,1.120800685137510300e+00,1.732742059463635087e+01,2.099988569349583445e-01,8.116244168816560967e-02,-7.883850482618806610e-02
-2.705153783274154644e+06,4.688675256150301546e+06,3.360424679468518589e+06,1.042134188981628684e+00,-1.124605275224155460e-01,-7.689800614665846801e-02,-2.692819159943610430e+00,-1.718589066527783871e+01,-1.360268412251025438e+01,-2.164383924762702804e-03,1.865556845794612562e-01,-9.171450006750075934e-02
-2.705157027008370496e+06,4.688677286868934520e+06,3.360447352900981437e+06,1.005452836274991268e+00,-9.183300535137864373e-02,4.903792649871870080e-02,-3.243734215851873159e+00,2.030718632973730564e+00,2.267343246284872293e+01,-3.668135270663741565e-02,2.062752217103690222e-02,1.259359326453771688e-01
-2.705143619017801248e+06,4.688686199975003488e+06,3.360436263806562871e+06,9.444943849329873187e-01,-9.301144675636582870e-02,5.538961315181259448e-02,1.340799056924879551e+01,8.913106068968772888e+00,-1.108909441856667399e+01,-6.095845134200394977e-02,-1.178441404987184971e-03,6.351686653093893686e-03
-2.705146835225108080e+06,4.688675975126151927e+06,3.360438768452951685e+06,9.348873531480018650e-01,2.534263816265954622e-02,5.365133616384205884e-02,-3.216207306832075119e+00,-1.022484885156154633e+01,2.504646388813853264e+00,-9.607031784985453626e-03,1.183540849190253819e-01,-1.738276987970535647e-03
-2.705146828467536718e+06,4.688683121789063327e+06,3.360446505134310573e+06,1.045924734022812830e+00,9.130957808486928062e-02,-1.227628339752593889e-01,6.757571361958980560e-03,7.146662911400198936e+00,7.736681358888745308e+00,1.110373808748109647e-01,6.596693992220972746e-02,-1.764141701391014339e-01
-2.705143568910829723e+06,4.688681855877889320e+06,3.360432119481779169e+06,1.022110418734274440e+00,-6.768742058170129638e-02,3.267054344850723636e-03,3.259556706994771957e+00,-1.265911174006760120e+00,-1.438565253140404820e+01,-2.381431528853839019e-02,-1.589969986665705770e-01,1.260298883201101117e-01
-2.705152766141652130e+06,4.688686060259879567e+06,3.360422222753037699e+06,1.030618085816508600e+00,5.069847602726282321e-02,2.375816051223056391e-02,-9.197230822406709194e+00,4.204381990246474743e+00,-9.896728741470724344e+00,8.507667082234160461e-03,1.183858966089641196e-01,2.049110616737984114e-02
-2.705140605825094972e+06,4.688687598511359654e+06,3.360431612309079617e+06,9.864980600565627089e-01,4.857680946593911225e-02,1.143265132800977933e-02,1.216031655715778470e+01,1.538251480087637901e+00,9.389556041918694973e+00,-4.412002575994589115e-02,-2.121666561323710953e-03,-1.232550918422078458e-02
-2.705143670339559671e+06,4.688681132652603090e+06,3.360431386105943006e+06,1.005589260921256445e+00,-1.723421015363040681e-02,8.083114334519143906e-02,-3.064514464698731899e+00,-6.465858756564557552e+00,-2.262031366117298603e-01,1.909120086469373589e-02,-6.581101961956951907e-02,6.939849201718166494e-02
-2.705147281905790791e+06,4.688686343383275904e+06,3.360429691136322916e+06,9.516291748108179904e-01,-1.855919922597229835e-02,3.568562943268721588e-02,-3.611566231120377779e+00,5.210730672813951969e+00,-1.694969620089977980e+00,-5.396008611043845438e-02,-1.324989072341891533e-03,-4.514551391250422319e-02
-2.705146830846028868e+06,4.688674488112288527e+06,3.360440604418308940e+06,1.030923041882032543e+00,5.897361780763370892e-02,3.450728456094565022e-02,4.510597619228065014e-01,-1.185527098737657070e+01,1.091328198602423072e+01,7.929386707121455213e-02,7.753281703360601074e-02,-1.178344871741565658e-03
-2.705148008701345418e+06,4.688682542631018907e+06,3.360424960721933283e+06,1.008787501861473812e+00,-3.261274743502031587e-02,-1.135356875359668644e-01,-1.177855316549539566e+00,8.054518730379641056e+00,-1.564369637565687299e+01,-2.213554002055873049e-02,-9.158636524265402479e-02,-1.480429720969125285e-01
-2.705131267652533948e+06,4.688688626230756752e+06,3.360437444518635981e+06,9.833395084188431001e-01,-4.923152417550542143e-02,-5.015901439101218273e-02,1.674104881146922708e+01,6.083599737845361233e+00,1.248379670269787312e+01,-2.544799344263071195e-02,-1.661877674048510556e-02,6.337667314495468163e-02
-2.705145309408456553e+06,4.688680133882713504e+06,3.360428888775342610e+06,1.062706710831262669e+00,1.946338424252272090e-02,-6.880142068286165813e-02,-1.404175592260435224e+01,-8.492348043248057365e+00,-8.555743293371051550e+00,7.936720241241956852e-02,6.869490841802813885e-02,-1.864240629184947540e-02
-2.705137427630063612e+06,4.688689857202796265e+06,3.360428001236257143e+06,1.039502562126338292e+00,2.382628086902418840e-01,7.041436894842655059e-02,7.881778392940759659e+00,9.723320082761347294e+00,-8.875390854664146900e-01,-2.320414870492437664e-02,2.187994244477191597e-01,1.392157896312882226e-01
-2.705141785980139859e+06,4.688683847741355188e+06,3.360426736829102505e+06,6.971829559044032676e-01,7.414391989497292057e-01,4.140366508194787132e-02,-4.358350076247006655e+00,-6.009461441077291965e+00,-1.264407154638320208e+00,-3.423196062219350244e-01,5.031763902594873494e-01,-2.901070386647867927e-02
-2.705139510316328611e+06,4.688686774298130535e+06,3.360432183737450745e+06,4.623064021081767505e-01,8.977449596318064495e-01,-1.367031250655102725e-02,2.275663811247795820e+00,2.926556775346398354e+00,5.446908348239958286e+00,-2.348765537962265171e-01,1.563057606820772438e-01,-5.507397758849889857e-02
-2.705141385761540383e+06,4.688686492205671035e+06,3.360410604672968388e+06,3.200811619962890542e-01,9.920469492106178677e-01,-9.442635065710858200e-02,-1.875445211771875620e+00,-2.820924594998359680e-01,-2.157906448235735297e+01,-1.422252401118876963e-01,9.430198957881141819e-02,-8.075603815055755474e-02
-2.705138880094161723e+06,4.688689643746409565e+06,3.360425815546040423e+06,4.891272139590235879e-02,1.004719215043585523e+00,6.453829996927613888e-02,2.505667378660291433e+00,3.151540738530457020e+00,1.521087307203561068e+01,-2.711684406003866954e-01,1.267226583296765519e-02,1.589646506263847070e-01
-2.705127518269842956e+06,4.688692630457884632e+06,3.360434147836594842e+06,9.972166297799038570e-02,9.431812957115663920e-01,1.168537462784871236e-02,1.136182431876659393e+01,2.986711475066840649e+00,8.332290554419159889e+00,5.080894158208802691e-02,-6.153791933201913089e-02,-5.285292534142742304e-02
-2.705137401052158326e+06,4.688682094674750231e+06,3.360432134466832038e+06,9.989631544611765612e-02,9.997473738247841801e-01,3.286236762634137804e-02,-9.882782315369695425e+00,-1.053578313440084457e+01,-2.013369762804359198e+00,1.746524681272704216e-04,5.656607811321778811e-02,2.117699299849266567e-02
-2.705130811503990088e+06,4.688690343691853806e+06,3.360427605034293141e+06,3.743211617444417577e-02,9.784437395822087602e-01,-4.968290552611129979e-02,6.589548168238252401e+00,8.249017103575170040e+00,-4.529432538896799088e+00,-6.246419927167348035e-02,-2.130363424257541993e-02,-8.254527315245267782e-02
-2.705133625063320622e+06,4.688694807963474654e+06,3.360427115696056746e+06,-1.873422777720950769e-02,9.500374196374713476e-01,1.008211655930073801e-02,-2.813559330534189939e+00,4.464271620847284794e+00,-4.893382363952696323e-01,-5.616634395165367999e-02,-2.840631994473741262e-02,5.976502208541203953e-02
-2.705140534839825705e+06,4.688691057282336056e+06,3.360428017219738103e+06,1.310565120284425400e-01,9.661648915392321291e-01,1.293513179228003851e-01,-6.909776505082845688e+00,-3.750681138597428799e+00,9.015236813575029373e-01,1.497907398056520512e-01,1.612747190176078149e-02,1.192692013634996523e-01
-2.705137717673411593e+06,4.688692352607510984e+06,3.360429434331457131e+06,-1.432564283170170184e-02,1.072281264124307576e+00,-6.421482116994316203e-03,2.817166414111852646e+00,1.295325174927711487e+00,1.417111719027161598e+00,-1.453821548601442470e-01,1.061163725850754469e-01,-1.357728000397946944e-01
-2.705138512475113850e+06,4.688694571810235269e+06,3.360430091468584258e+06,1.490657846350321517e-02,9.645972582112457561e-01,-6.355539128192261300e-02,-7.948017022572457790e-01,2.219202724285423756e+00,6.571371271274983883e-01,2.923222129520491874e-02,-1.076840059130618199e-01,-5.713390916492829680e-02
-2.705133102667008527e+06,4.688695840400959365e+06,3.360433274012784008e+06,-1.747898352963126595e-02,9.854923189969971853e-01,4.703288762088671249e-02,5.409808105323463678e+00,1.268590724095702171e+00,3.182544199749827385e+00,-3.238556199313448458e-02,2.089506078575142922e-02,1.105882789028093255e-01
-2.705135928324837238e+06,4.688698037494203076e+06,3.360437360297568142e+06,6.989956410483290881e-03,9.996783354361163942e-01,1.951878172195196937e-02,-2.825657828710973263e+00,2.197093243710696697e+00,4.086284784134477377e+00,2.446893994011455770e-02,1.418601643911920895e-02,-2.751410589893474312e-02
-2.705145927834688686e+06,4.688691027819153853e+06,3.360434070886879694e+06,-6.072422523495630414e-02,1.014498354354385956e+00,-4.702367475417848497e-02,-9.999509851448237896e+00,-7.009675049223005772e+00,-3.289410688448697329e+00,-6.771418164543958895e-02,1.482001891826956186e-02,-6.654245647613045433e-02
-2.705136966293742880e+06,4.688695028933481313e+06,3.360440187127415556e+06,3.937640485609772423e-02,1.012092094666050324e+00,5.261284873670010742e-02,8.961540945805609226e+00,4.001114327460527420e+00,6.116240535862743855e+00,1.001006300910540214e-01,-2.406259688335632418e-03,9.963652349087859239e-02
-2.705135925554940943e+06,4.688698135260893032e+06,3.360437105378927663e+06,-6.328594813270645159e-02,9.843512524538713393e-01,1.570616789119619675e-02,1.040738801937550306e+00,3.106327411718666553e+00,-3.081748487893491983e+00,-1.026623529888041758e-01,-2.774084221217898438e-02,-3.690668084550391415e-02
-2.705130644296807703e+06,4.688701053046459332e+06,3.360423850050553679e+06,7.230427917100371547e-03,1.055529939829769281e+00,1.603607272506358747e-02,5.281258133240044117e+00,2.917785566300153732e+00,-1.325532837398350239e+01,7.051637604980681706e-02,7.117868737589794215e-02,3.299048338673907232e-04
-2.705134657542951405e+06,4.688699481532274745e+06,3.360429984876583796e+06,5.766797658072794069e-02,1.025902736846517893e+00,5.188081271690365981e-02,-4.013246143702417612e+00,-1.571514184586703777e+00,6.134826030116528273e+00,5.043754866362756828e-02,-2.962720298325138835e-02,3.584473999184006887e-02
-2.705129794960988685e+06,4.688694854565246031e+06,3.360426213192689698e+06,-3.478345669736415680e-02,1.001257608285604395e+00,-5.029991217947539506e-02,4.862581962719559669e+00,-4.626967028714716434e+00,-3.771683894097805023e+00,-9.245143327809210443e-02,-2.464512856091349846e-02,-1.021807248963790549e-01
-2.705127502930311952e+06,4.688707300669135526e+06,3.360446386367597152e+06,2.797594451260343451e-02,9.986131998551327493e-01,-2.800885527317219584e-02,2.292030676733702421e+00,1.244610388949513435e+01,2.017317490745335817e+01,6.275940120996759131e-02,-2.644408430471645310e-03,2.229105690630319922e-02
-2.705128604233511724e+06,4.688710232942644507e+06,3.360432883458085358e+06,-9.294682613846101671e-02,1.053023018069329853e+00,-3.348317095353357115e-02,-1.101303199771791697e+00,2.932273508980870247e+00,-1.350290951179340482e+01,-1.209227706510644512e-01,5.440981821419710318e-02,-5.474315680361375308e-03
-2.705132276045546401e+06,4.688713022688265890e+06,3.360438772453527898e+06,4.367887130909014343e-02,1.056358011757482007e+00,1.827670029854428987e-02,-3.671812034677714109e+00,2.789745621383190155e+00,5.888995442539453506e+00,1.366256974475511532e-01,3.334993688152154689e-03,5.175987125207785755e-02
-2.705138285176773090e+06,4.688697682878345251e+06,3.360432702430341393e+06,3.470111018285535615e-02,9.148470737319046586e-01,-6.690861783292191556e-02,-6.009131226688623428e+00,-1.533980992063879967e+01,-6.070023186504840851e+00,-8.977761126234787281e-03,-1.415109380255773486e-01,-8.518531813146620890e-02
-2.705134708213879261e+06,4.688713034119592048e+06,3.360426123828679789e+06,-2.220817932745997730e-02,9.739100126211437392e-01,7.199079173206296423e-02,3.576962893828749657e+00,1.535124124679714441e+01,-6.578601661603897810e+00,-5.690928951031533345e-02,5.906293888923908053e-02,1.388994095649848659e-01
-2.705136711576636881e+06,4.688707593606550246e+06,3.360431079536156729e+06,2.974959723485107177e-01,9.524373569476917156e-01,4.013389992583202975e-02,-2.003362757619470358e+00,-5.440513041801750660e+00,4.955707476940006018e+00,3.197041516759707158e-01,-2.147265567345202353e-02,-3.185689180623093447e-02
-2.705141626537238248e+06,4.688707633420874365e+06,3.360437706441726070e+06,6.864459677430062579e-01,6.931859148334771348e-01,6.352065072781419575e-02,-4.914960601367056370e+00,3.981432411819696426e-02,6.626905569341033697e+00,3.889499953944955402e-01,-2.592514421142145808e-01,2.338675080198216599e-02
-2.705139153769530356e+06,4.688706936154113151e+06,3.360433267656234559e+06,9.080551174672928383e-01,4.555432109690638609e-01,1.180310323780927595e-01,2.472767707891762257e+00,-6.972667612135410309e-01,-4.438785491511225700e+00,2.216091497242865804e-01,-2.376427038644132739e-01,5.451038165027856375e-02
-2.705125810913475696e+06,4.688704193499185145e+06,3.360433857466978487e+06,9.747326593339177281e-01,2.569409817037797139e-01,-1.075915541297536582e-01,1.334285605465993285e+01,-2.742654928006231785e+00,5.898107439279556274e-01,6.667754186662488980e-02,-1.986022292652841470e-01,-2.256225865078464177e-01
-2.705138234537413344e+06,4.688715434824651107e+06,3.360418589629310183e+06,9.336017831445221349e-01,1.562996759090378163e-01,-1.287153848622100138e-01,-1.242362393764778972e+01,1.124132546596229076e+01,-1.526783766830340028e+01,-4.113087618939559320e-02,-1.006413057947418976e-01,-2.112383073245635567e-02
-2.705130673192576971e+06,4.688713304896834306e+06,3.360436614817920607e+06,9.375630459199153499e-01,9.978291820819581992e-02,-6.303130390910548220e-02,7.561344836372882128e+00,-2.129927816800773144e+00,1.802518861042335629e+01,3.961262775393215030e-03,-5.651675770084199635e-02,6.568408095310453165e-02
